DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,Part Status,Function,Output Configuration,Topology,Output Type,Number of Outputs,Voltage - Input (Min),Voltage - Input (Max),Voltage - Output (Min/Fixed),Voltage - Output (Max),Current - Output,Frequency - Switching,Synchronous Rectifier,Operating Temperature,Mounting Type,Package / Case,Supplier Device Package
"2129-RP509Z182B-E2-FTR-ND,2129-RP509Z182B-E2-FCT-ND,2129-RP509Z182B-E2-FDKR-ND",RP509Z182B-E2-F,Nisshinbo Micro Devices Inc.,Nisshinbo Micro Devices Inc.,0.5A/1A 6MHZ PWM/VFM STEP-DOWN D,"5,050",0.86,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",RP509x,Active,Step-Down,Positive,Buck,Fixed,1,2.3V,5.5V,1.8V,-,500mA,6MHz,Yes,-40°C ~ 85°C (TA),Surface Mount,"6-WFBGA, WLCSP",WLCSP-6-P6
2156-FAN5362UMP29X-ND,FAN5362UMP29X,Fairchild Semiconductor,"Rochester Electronics, LLC","SWITCHING REGULATOR, VOLT-MODE",0,0.37,0,802,Bulk,-,Obsolete,Step-Down,Positive,Buck,Fixed,1,2.7V,5.5V,2.9V,-,500mA,3MHz,Yes,-40°C ~ 85°C (TA),Surface Mount,6-UDFN Exposed Pad,6-UMLP (2x2)
2156-LM3670MFX-1.2-ND,LM3670MFX-1.2,National Semiconductor,"Rochester Electronics, LLC","SWITCHING REG, VOLTAGE-MODE, 0.7",0,0.4,0,633,Bulk,-,Active,Step-Down,Positive,Buck,Fixed,1,2.5V,5.5V,1.2V,-,350mA,1MHz,Yes,-40°C ~ 85°C (TA),Surface Mount,"SC-74A, SOT-753",SOT-23-5
2156-LM3670MF-1.8-ND,LM3670MF-1.8,National Semiconductor,"Rochester Electronics, LLC","SWITCHING REG, VOLTAGE-MODE, 0.7",0,0.41,0,617,Bulk,-,Active,Step-Down,Positive,Buck,Fixed,1,2.5V,5.5V,1.8V,-,350mA,1MHz,Yes,-40°C ~ 85°C (TA),Surface Mount,"SC-74A, SOT-753",SOT-23-5
2156-FAN53501UCX-ND,FAN53501UCX,Fairchild Semiconductor,"Rochester Electronics, LLC",SWITCHING REGULATOR,"8,480",0.41,0,740,Bulk,-,Active,Step-Down,Positive,Buck,Fixed,1,2.7V,5.5V,1.82V,-,600mA,3MHz,Yes,-40°C ~ 85°C (TA),Surface Mount,"5-UFBGA, WLCSP",5-WLCSP (0.96x1.33)
2156-LM3671MF-1.6-ND,LM3671MF-1.6,National Semiconductor,"Rochester Electronics, LLC","SWITCHING REG, VOLTAGE-MODE, 1.1",0,0.41,0,617,Bulk,-,Active,Step-Down,Positive,Buck,Fixed,1,2.7V,5.5V,1.6V,-,600mA,2MHz,Yes,-40°C ~ 85°C (TA),Surface Mount,"SC-74A, SOT-753",SOT-23-5
2156-LM3671MF-1.875-ND,LM3671MF-1.875,National Semiconductor,"Rochester Electronics, LLC","SWITCHING REG, VOLTAGE-MODE, 1.1","1,026",0.41,0,740,Bulk,-,Active,Step-Down,Positive,Buck,Fixed,1,2.7V,5.5V,1.875V,-,600mA,2MHz,Yes,-40°C ~ 85°C (TA),Surface Mount,"SC-74A, SOT-753",SOT-23-5
2156-LM3671LC-1.8-ND,LM3671LC-1.8,National Semiconductor,"Rochester Electronics, LLC","SWITCHING REG, VOLTAGE-MODE, 1.1",0,0.42,0,601,Bulk,-,Active,Step-Down,Positive,Buck,Fixed,1,2.7V,5.5V,1.8V,-,600mA,2MHz,Yes,-40°C ~ 85°C (TA),Surface Mount,6-UFDFN,6-USON (2x2)
2156-LM3671LC-1.2-ND,LM3671LC-1.2,National Semiconductor,"Rochester Electronics, LLC","SWITCHING REG, VOLTAGE-MODE, 1.1",0,0.42,0,601,Bulk,-,Active,Step-Down,Positive,Buck,Fixed,1,2.7V,5.5V,1.2V,-,600mA,2MHz,Yes,-40°C ~ 85°C (TA),Surface Mount,6-UFDFN,6-USON (2x2)
2156-LM3691TLX-0.75/NOPB-ND,LM3691TLX-0.75/NOPB,National Semiconductor,"Rochester Electronics, LLC","SWITCHING REG, VOLTAGE-MODE, 1.7",0,0.46,0,547,Bulk,-,Active,Step-Down,Positive,Buck,Fixed,1,2.3V,5.5V,0.75V,-,1A,4MHz,Yes,-30°C ~ 85°C (TA),Surface Mount,"6-WFBGA, DSBGA",6-DSBGA (1.5x1.3)
2156-FAN5358S713X-FSTR-ND,FAN5358S713X,Fairchild Semiconductor,"Rochester Electronics, LLC","SWITCHING REGLTR, VOLTAGE-MODE","35,925",0.48,0,628,Bulk,-,Obsolete,Step-Down,Positive,Buck,Fixed,1,2.7V,5.5V,1.3V,-,500mA,2MHz,Yes,-40°C ~ 85°C (TA),Surface Mount,"6-TSSOP, SC-88, SOT-363",SC-88 (SC-70-6)
2156-LM3676SD-1.5/NOPB-ND,LM3676SD-1.5/NOPB,National Semiconductor,"Rochester Electronics, LLC","SWITCHING REG, VOLTAGE-MODE, 1.2",0,0.56,0,446,Bulk,-,Active,Step-Down,Positive,Buck,Fixed,1,2.9V,5.5V,1.5V,-,600mA,2MHz,Yes,-30°C ~ 85°C (TA),Surface Mount,8-WFDFN Exposed Pad,8-WSON (3x3)
2156-LM3206TL/NOPB-ND,LM3206TL/NOPB,National Semiconductor,"Rochester Electronics, LLC",IC REG BUCK 3.09V 0.65A 8USMD,0,0.56,0,446,Bulk,-,Active,Step-Down,Positive,Buck,Fixed,1,3.25V,5.5V,3.09V,-,650mA,2MHz,Yes,-30°C ~ 85°C (TA),Surface Mount,8-WFBGA,8-TuSMD
2156-LM3673TLX-1.5/NOPB-ND,LM3673TLX-1.5/NOPB,National Semiconductor,"Rochester Electronics, LLC","SWITCHING REG, VOLTAGE-MODE, 0.8",0,0.62,0,401,Bulk,-,Active,Step-Down,Positive,Buck,Fixed,1,2.7V,5.5V,1.5V,-,350mA,2MHz,Yes,-30°C ~ 85°C (TA),Surface Mount,"5-WFBGA, DSBGA",5-DSBGA (1.41x1.08)
2156-LM3370TLX-3022/NOPB-ND,LM3370TLX-3022/NOPB,National Semiconductor,"Rochester Electronics, LLC","DUAL SWITCHING CONTROLLER, VOLTA",0,0.68,0,370,Bulk,-,Active,Step-Down,Positive,Buck,Fixed,2,2.7V,5.5V,"1.2V, 1.85V",-,600mA,2MHz,Yes,-30°C ~ 85°C (TA),Surface Mount,20-UFBGA,20-uSMD
2156-LM3370TLX-3006/NOPB-ND,LM3370TLX-3006/NOPB,National Semiconductor,"Rochester Electronics, LLC","DUAL SWITCHING CONTROLLER, VOLTA",0,0.68,0,370,Bulk,-,Active,Step-Down,Positive,Buck,Fixed,2,2.7V,5.5V,"1.2V, 1.8V",-,600mA,2MHz,Yes,-30°C ~ 85°C (TA),Surface Mount,20-WFBGA,20-uSMD (2.05x3)
2156-LM3370SD-3806/NOPB-ND,LM3370SD-3806/NOPB,National Semiconductor,"Rochester Electronics, LLC","DUAL SWITCHING CONTROLLER, VOLTA",0,0.68,0,370,Bulk,-,Active,Step-Down,Positive,Buck,Fixed,2,2.7V,5.5V,"1.6V, 1.8V",-,600mA,2MHz,Yes,-30°C ~ 85°C (TA),Surface Mount,16-WFDFN Exposed Pad,16-WSON (5x4)
"296-TPS628601YCHRTR-ND,296-TPS628601YCHRCT-ND,296-TPS628601YCHRDKR-ND",TPS628601YCHR,Texas Instruments,Texas Instruments,"1.8-V TO 5.5-V INPUT, TINY, 0.6-","31,172",1.4,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Step-Down,Positive,Buck,Fixed,1,1.8V,5.5V,"0.6V, 0.7V, 0.8V, 1V",-,600mA,1.5MHz,Yes,-40°C ~ 125°C (TJ),Surface Mount,"8-XFBGA, DSBGA",8-DSBGA (0.66x1.36)
2156-FAN5350UCX-ND,FAN5350UCX,Fairchild Semiconductor,"Rochester Electronics, LLC","SWITCHING REGLTR, VOLTAGE-MODE","1,308,093",0.71,0,425,Bulk,-,Obsolete,Step-Down,Positive,Buck,Fixed,1,2.7V,5.5V,1.82V,-,600mA,3MHz,Yes,-40°C ~ 85°C (TA),Surface Mount,"5-UFBGA, WLCSP",5-WLCSP (0.96x1.33)
2156-ADP1148AN-3.3-ND,ADP1148AN-3.3,Analog Devices Inc.,"Rochester Electronics, LLC",IC REG LIN STEP DOWN SWITCHING,"14,962",0.75,0,334,Bulk,ADP1148,Active,Step-Down,Positive,Buck,Fixed,1,3.5V,18V,3.3V,-,-,-,Yes,0°C ~ 70°C,Through Hole,"14-DIP (0.300"", 7.62mm)",14-PDIP
2156-ADP1148AN-5-ND,ADP1148AN-5,Analog Devices Inc.,"Rochester Electronics, LLC",IC REG LIN STEP DOWN SWITCHING,"8,090",0.75,0,401,Bulk,ADP1148,Active,Step-Down,Positive,Buck,Fixed,1,3.5V,18V,5V,-,-,-,Yes,0°C ~ 70°C,Through Hole,"14-DIP (0.300"", 7.62mm)",14-PDIP
2156-FAN5307S18X-FSTR-ND,FAN5307S18X,Fairchild Semiconductor,"Rochester Electronics, LLC",SWITCHING REGULATOR,"251,922",0.76,0,396,Bulk,-,Obsolete,Step-Down,Positive,Buck,Fixed,1,2.5V,5.5V,1.8V,-,300mA,1MHz,Yes,-40°C ~ 85°C (TA),Surface Mount,"SC-74A, SOT-753",SOT-23-5
2156-ADP1148AR-3.3-ND,ADP1148AR-3.3,Analog Devices Inc.,"Rochester Electronics, LLC",IC REG LIN STEP DOWN SWITCHING,"24,190",0.77,0,325,Bulk,ADP1148,Active,Step-Down,Positive,Buck,Fixed,1,3.5V,18V,3.3V,-,-,-,Yes,0°C ~ 70°C,Surface Mount,"14-SOIC (0.154"", 3.90mm Width)",14-SO
2156-ADP1148AR-5-ND,ADP1148AR-5,Analog Devices Inc.,"Rochester Electronics, LLC",IC REG LIN STEP DOWN SWITCHING,"6,643",0.77,0,390,Bulk,ADP1148,Active,Step-Down,Positive,Buck,Fixed,1,3.5V,18V,5V,-,-,-,Yes,0°C ~ 70°C,Surface Mount,"14-SOIC (0.154"", 3.90mm Width)",14-SO
"296-LM3671LC-1.3/NOPBTR-ND,296-LM3671LC-1.3/NOPBCT-ND,296-LM3671LC-1.3/NOPBDKR-ND",LM3671LC-1.3/NOPB,Texas Instruments,Texas Instruments,IC REG BUCK 1.3V 600MA 6USON,"3,000",1.62,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Step-Down,Positive,Buck,Fixed,1,2.7V,5.5V,1.3V,-,600mA,2MHz,Yes,-40°C ~ 85°C (TA),Surface Mount,6-UFDFN,6-USON (2x2)
2156-LM3670MF-2.5/NOPB-ND,LM3670MF-2.5/NOPB,National Semiconductor,"Rochester Electronics, LLC","SWITCHING REGLTR, VOLTAGE-MODE",0,0.99,0,254,Bulk,-,Obsolete,Step-Down,Positive,Buck,Fixed,1,2.5V,5.5V,2.5V,-,350mA,1MHz,Yes,-40°C ~ 85°C (TA),Surface Mount,"SC-74A, SOT-753",SOT-23-5
2156-LM2852YMXAX-1.8-ND,LM2852YMXAX-1.8,National Semiconductor,"Rochester Electronics, LLC","SWITCHING REG, VOLTAGE-MODE, 3.6",0,1,0,251,Bulk,SIMPLE SWITCHER®,Active,Step-Down,Positive,Buck,Fixed,1,2.85V,5.5V,1.8V,-,2A,500kHz,Yes,-40°C ~ 125°C (TJ),Surface Mount,"14-PowerTSSOP (0.173"", 4.40mm Width)",14-HTSSOP
"296-18983-2-ND,296-18983-1-ND,296-18983-6-ND",TPS62303DRCR,Texas Instruments,Texas Instruments,IC REG BUCK 1.8V 500MA 10VSON,"3,315",1.85,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Step-Down,Positive,Buck,Fixed,1,2.7V,6V,1.8V,-,500mA,3MHz,Yes,-40°C ~ 85°C (TA),Surface Mount,10-VFDFN Exposed Pad,10-VSON (3x3)
"ADP2108AUJZ-1.5-R7TR-ND,ADP2108AUJZ-1.5-R7CT-ND,ADP2108AUJZ-1.5-R7DKR-ND",ADP2108AUJZ-1.5-R7,Analog Devices Inc.,Analog Devices Inc.,IC REG BUCK 1.5V 600MA TSOT23-5,"3,000",2.13,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Step-Down,Positive,Buck,Fixed,1,2.3V,5.5V,1.5V,-,600mA,3MHz,Yes,-40°C ~ 125°C (TA),Surface Mount,"SOT-23-5 Thin, TSOT-23-5",TSOT-23-5
2156-FAN5307S15X-FSTR-ND,FAN5307S15X,Fairchild Semiconductor,"Rochester Electronics, LLC",SWITCHING REGULATOR,"29,285",1.54,0,195,Bulk,-,Obsolete,Step-Down,Positive,Buck,Fixed,1,2.5V,5.5V,1.5V,-,300mA,1MHz,Yes,-40°C ~ 85°C (TA),Surface Mount,"SC-74A, SOT-753",SOT-23-5
2156-LM2852YMXAX-0.8/NOPB-ND,LM2852YMXAX-0.8/NOPB,National Semiconductor,"Rochester Electronics, LLC","SWITCHING REG, VOLTAGE-MODE, 3.6",0,1.7,0,148,Bulk,SIMPLE SWITCHER®,Active,Step-Down,Positive,Buck,Fixed,1,2.85V,5.5V,0.8V,-,2A,500kHz,Yes,-40°C ~ 125°C (TJ),Surface Mount,"14-PowerTSSOP (0.173"", 4.40mm Width)",14-HTSSOP
2156-LM2852YMXAX-3.0/NOPB-ND,LM2852YMXAX-3.0/NOPB,National Semiconductor,"Rochester Electronics, LLC","SWITCHING REG, VOLTAGE-MODE, 3.6",0,1.79,0,140,Bulk,-,Active,Step-Down,Positive,Buck,Fixed,1,2.85V,5.5V,3V,-,2A,500kHz,Yes,-40°C ~ 125°C (TJ),Surface Mount,"14-TSSOP (0.173"", 4.40mm Width) Exposed Pad",14-HTSSOP
"1589-MPQ9843GLE-5-AEC1-ZTR-ND,1589-MPQ9843GLE-5-AEC1-ZCT-ND,1589-MPQ9843GLE-5-AEC1-ZDKR-ND",MPQ9843GLE-5-AEC1-Z,Monolithic Power Systems Inc.,Monolithic Power Systems Inc.,"36V, 3A, LOW IQ, STEP-DOWN CONVE","5,000",3.57,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Automotive, AEC-Q100, MPQ",Active,Step-Down,Positive,Buck,Fixed,1,3.3V,36V,5V,-,3A,350kHz ~ 2.5MHz,Yes,-40°C ~ 125°C (TJ),"Surface Mount, Wettable Flank",16-VQFN,16-QFN (3x4)
2156-LM2853MHX-3.0/NOPB-ND,LM2853MHX-3.0/NOPB,National Semiconductor,"Rochester Electronics, LLC","SWITCHING REG, VOLTAGE-MODE, 3A,",0,1.99,0,126,Bulk,-,Active,Step-Down,Positive,Buck,Fixed,1,3V,5.5V,3V,-,3A,550kHz,Yes,-40°C ~ 125°C (TJ),Surface Mount,"14-TSSOP (0.173"", 4.40mm Width) Exposed Pad",14-HTSSOP
"1589-MPQ9840GLE-5-AEC1-ZTR-ND,1589-MPQ9840GLE-5-AEC1-ZCT-ND,1589-MPQ9840GLE-5-AEC1-ZDKR-ND",MPQ9840GLE-5-AEC1-Z,Monolithic Power Systems Inc.,Monolithic Power Systems Inc.,"36V, 3.5A, LOW IQ, SYNCHRONOUS S","5,000",3.76,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Automotive, AEC-Q100, MPQ",Active,Step-Down,Positive,Buck,Fixed,1,3.3V,36V,5V,-,3.5A,350kHz ~ 2.5MHz,Yes,-40°C ~ 125°C (TJ),"Surface Mount, Wettable Flank",16-VQFN,16-QFN (3x4)
2156-LM2852YMXA-0.8/NOPB-ND,LM2852YMXA-0.8/NOPB,National Semiconductor,"Rochester Electronics, LLC","SWITCHING REG, VOLTAGE-MODE, 3.6",0,2.04,0,123,Bulk,SIMPLE SWITCHER®,Active,Step-Down,Positive,Buck,Fixed,1,2.85V,5.5V,0.8V,-,2A,500kHz,Yes,-40°C ~ 125°C (TJ),Surface Mount,"14-PowerTSSOP (0.173"", 4.40mm Width)",14-HTSSOP
2156-LM2852XMXAX-2.5-ND,LM2852XMXAX-2.5,National Semiconductor,"Rochester Electronics, LLC","SWITCHING REG, VOLTAGE-MODE, 4.9",0,2.04,0,123,Bulk,SIMPLE SWITCHER®,Active,Step-Down,Positive,Buck,Fixed,1,2.85V,5.5V,2.5V,-,2A,1.5MHz,Yes,-40°C ~ 125°C (TJ),Surface Mount,"14-PowerTSSOP (0.173"", 4.40mm Width)",14-HTSSOP
2156-LM2852XMXA-2.5-ND,LM2852XMXA-2.5,National Semiconductor,"Rochester Electronics, LLC","SWITCHING REG, VOLTAGE-MODE, 4.9",0,2.37,0,106,Bulk,SIMPLE SWITCHER®,Active,Step-Down,Positive,Buck,Fixed,1,2.85V,5.5V,2.5V,-,2A,1.5MHz,Yes,-40°C ~ 125°C (TJ),Surface Mount,"14-PowerTSSOP (0.173"", 4.40mm Width)",14-HTSSOP
"296-37447-2-ND,296-37447-1-ND,296-37447-6-ND",TPS54612PWPR,Texas Instruments,Texas Instruments,IC REG BUCK 1.2V 6A 28HTSSOP,"3,000",3.81,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",SWIFT™,Active,Step-Down,Positive,Buck,Fixed,1,3V,6V,1.2V,-,6A,"350kHz, 550kHz",Yes,-40°C ~ 125°C (TJ),Surface Mount,"28-PowerTSSOP (0.173"", 4.40mm Width)",28-HTSSOP
"1589-MPQ9843GLE-5-AEC1-PTR-ND,1589-MPQ9843GLE-5-AEC1-PCT-ND,1589-MPQ9843GLE-5-AEC1-PDKR-ND",MPQ9843GLE-5-AEC1-P,Monolithic Power Systems Inc.,Monolithic Power Systems Inc.,"36V, 3A, LOW IQ, STEP-DOWN CONVE",500,3.99,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Automotive, AEC-Q100, MPQ",Active,Step-Down,Positive,Buck,Fixed,1,3.3V,36V,5V,-,3A,350kHz ~ 2.5MHz,Yes,-40°C ~ 125°C (TJ),"Surface Mount, Wettable Flank",16-VQFN,16-QFN (3x4)
"1589-MPQ9841GLE-5-AEC1-PTR-ND,1589-MPQ9841GLE-5-AEC1-PCT-ND,1589-MPQ9841GLE-5-AEC1-PDKR-ND",MPQ9841GLE-5-AEC1-P,Monolithic Power Systems Inc.,Monolithic Power Systems Inc.,"36V, 1A, LOW IQ, SYNCHRONOUS STE",500,4.16,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Automotive, AEC-Q100, MPQ",Active,Step-Down,Positive,Buck,Fixed,1,3.3V,36V,5V,-,1A,350kHz ~ 2.5MHz,Yes,-40°C ~ 125°C (TJ),"Surface Mount, Wettable Flank",16-VQFN,16-QFN (3x4)
"1589-MPQ9840GLE-5-AEC1-PTR-ND,1589-MPQ9840GLE-5-AEC1-PCT-ND,1589-MPQ9840GLE-5-AEC1-PDKR-ND",MPQ9840GLE-5-AEC1-P,Monolithic Power Systems Inc.,Monolithic Power Systems Inc.,"36V, 3.5A, LOW IQ, SYNCHRONOUS S",500,4.19,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Automotive, AEC-Q100, MPQ",Active,Step-Down,Positive,Buck,Fixed,1,3.3V,36V,5V,-,3.5A,350kHz ~ 2.5MHz,Yes,-40°C ~ 125°C (TJ),"Surface Mount, Wettable Flank",16-VQFN,16-QFN (3x4)
"1589-MPQ9840GLE-33-AEC1-PTR-ND,1589-MPQ9840GLE-33-AEC1-PCT-ND,1589-MPQ9840GLE-33-AEC1-PDKR-ND",MPQ9840GLE-33-AEC1-P,Monolithic Power Systems Inc.,Monolithic Power Systems Inc.,"36V, 3.5A, LOW IQ, SYNCHRONOUS S",500,4.19,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Automotive, AEC-Q100, MPQ",Active,Step-Down,Positive,Buck,Fixed,1,3.3V,36V,3.3V,-,3.5A,350kHz ~ 2.5MHz,Yes,-40°C ~ 125°C (TJ),"Surface Mount, Wettable Flank",16-VQFN,16-QFN (3x4)
"296-TPS62601YFFTTR-ND,296-TPS62601YFFTCT-ND,296-TPS62601YFFTDKR-ND",TPS62601YFFT,Texas Instruments,Texas Instruments,IC REG BUCK 1.8V 500MA 6DSBGA,470,3.84,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Step-Down,Positive,Buck,Fixed,1,2.3V,5.5V,1.8V,-,500mA,6MHz,Yes,-40°C ~ 85°C (TA),Surface Mount,"6-UFBGA, DSBGA",6-DSBGA
"1589-MPQ4313GRE-33-AEC1-ZTR-ND,1589-MPQ4313GRE-33-AEC1-ZCT-ND",MPQ4313GRE-33-AEC1-Z,Monolithic Power Systems Inc.,Monolithic Power Systems Inc.,"45V, 3A, LOW IQ SYNCHRONOUS STEP","5,000",5.06,0,1,"Tape & Reel (TR),Cut Tape (CT)","Automotive, AEC-Q100",Active,Step-Down,Positive,Buck,Fixed,1,3.3V,45V,3.3V,-,3A,470kHz,Yes,-40°C ~ 150°C (TJ),"Surface Mount, Wettable Flank",20-PowerVFQFN,20-QFN (4x4)
2156-LM2853MH-1.8-ND,LM2853MH-1.8,National Semiconductor,"Rochester Electronics, LLC","SWITCHING REG, VOLTAGE-MODE, 5A,",0,2.78,0,91,Bulk,SIMPLE SWITCHER®,Active,Step-Down,Positive,Buck,Fixed,1,3V,5.5V,1.8V,-,3A,550kHz,Yes,-40°C ~ 125°C (TJ),Surface Mount,"14-PowerTSSOP (0.173"", 4.40mm Width)",14-HTSSOP
175-MAX20029DATIA/V+-ND,MAX20029DATIA/V+,Analog Devices Inc./Maxim Integrated,Analog Devices Inc./Maxim Integrated,TRIPLE PMIC WITH 0.7V OUTPUT,920,3.52,0,1,Tube,"Automotive, AEC-Q100",Active,Step-Down,Positive,Buck,Fixed,3,3V,5.5V,"0.7V, 1.1V, 1.8V",-,"1.5A, 1.5A, 3A",2.2MHz,Yes,-40°C ~ 125°C (TA),Surface Mount,28-WFQFN Exposed Pad,28-TQFN (5x5)
175-MAX20499DAFOA/VY+-ND,MAX20499DAFOA/VY+,Analog Devices Inc./Maxim Integrated,Analog Devices Inc./Maxim Integrated,LV BUCK CONV 12A SOC CORES,970,3.9,0,1,Tray,Automotive,Active,Step-Down,Positive,Buck,Fixed,1,3V,5.5V,0.85V,-,12A,"1.1MHz, 2.2MHz",Yes,-40°C ~ 125°C (TA),"Surface Mount, Wettable Flank",17-PowerWFQFN,17-FC2QFN (3.5x4)
ISL8016IR18Z-ND,ISL8016IR18Z,Renesas Electronics America Inc,Renesas Electronics America Inc,IC REG BUCK 1.8V 6A 20QFN,750,4.27,0,1,Tube,-,Active,Step-Down,Positive,Buck,Fixed,1,2.7V,5.5V,1.8V,-,6A,525kHz ~ 3.9MHz,Yes,-40°C ~ 85°C (TA),Surface Mount,20-VFQFN Exposed Pad,20-QFN (3x4)
175-MAX20008EAFOC/VY+-ND,MAX20008EAFOC/VY+,Analog Devices Inc./Maxim Integrated,Analog Devices Inc./Maxim Integrated,IC CONV STEP DOWN 36V 17QFN,220,5.56,0,1,Tray,"Automotive, AEC-Q100",Active,Step-Down,Positive,Buck,Fixed,1,3.5V,36V,5V,-,8A,220kHz ~ 2.2MHz,Yes,-40°C ~ 125°C,Surface Mount,17-PowerWFQFN,17-FC2QFN (3.5x3.75)
175-MAX20457ATIG/VY+-ND,MAX20457ATIG/VY+,Analog Devices Inc./Maxim Integrated,Analog Devices Inc./Maxim Integrated,36V DUAL 3.5A AND 1.5A SYNC BUCK,213,5.56,0,1,Tube,-,Active,Step-Down,Positive,Buck,Fixed,2,3.5V,36V,"3.3V, 5V",-,-,2.1MHz,Yes,-40°C ~ 125°C,"Surface Mount, Wettable Flank",28-WFQFN Exposed Pad,28-TQFN (5x5)
