DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,Part Status,Function,Output Configuration,Topology,Output Type,Number of Outputs,Voltage - Input (Min),Voltage - Input (Max),Voltage - Output (Min/Fixed),Voltage - Output (Max),Current - Output,Frequency - Switching,Synchronous Rectifier,Operating Temperature,Mounting Type,Package / Case,Supplier Device Package
"893-XC9282B33E1R-GTR-ND,893-XC9282B33E1R-GCT-ND,893-XC9282B33E1R-GDKR-ND",XC9282B33E1R-G,Torex Semiconductor Ltd,Torex Semiconductor Ltd,HISAT-COT CONTROL EXTREMELY SMAL,"4,900",0.97,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",XC9282,Last Time Buy,Step-Down,Positive,Buck,Fixed,1,2.5V,5.5V,3.3V,-,600mA,6MHz,Yes,-40°C ~ 105°C (TA),Surface Mount,6-XFLGA,6-LGA-B01 (1.2x1.2)
"893-XC9281B18E1R-GTR-ND,893-XC9281B18E1R-GCT-ND,893-XC9281B18E1R-GDKR-ND",XC9281B18E1R-G,Torex Semiconductor Ltd,Torex Semiconductor Ltd,HISAT-COT CONTROL EXTREMELY SMAL,"4,990",0.97,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",XC9281,Last Time Buy,Step-Down,Positive,Buck,Fixed,1,2.5V,5.5V,1.8V,-,600mA,6MHz,Yes,-40°C ~ 105°C (TA),Surface Mount,6-XFLGA,6-LGA-B01 (1.2x1.2)
"576-1647-2-ND,576-1647-1-ND,576-1647-6-ND",MIC23050-4YML-TR,Microchip Technology,Microchip Technology,IC REG BUCK 1.2V 600MA 8MLF,"2,317",0.48,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",HyperLight Load®,Active,Step-Down,Positive,Buck,Fixed,1,2.7V,5.5V,1.2V,-,600mA,4MHz,Yes,-40°C ~ 125°C (TJ),Surface Mount,"8-VFDFN Exposed Pad, 8-MLF®",8-MLF® (2x2)
"893-XC9258B33CER-GTR-ND,893-XC9258B33CER-GCT-ND,893-XC9258B33CER-GDKR-ND",XC9258B33CER-G,Torex Semiconductor Ltd,Torex Semiconductor Ltd,1A COT CONTROL SYNCHRONOUS STEP-,"11,406",1.66,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Last Time Buy,Step-Down,Positive,Buck,Fixed,1,2.5V,5.5V,3.3V,-,1A,1.2MHz,Yes,-40°C ~ 105°C (TA),Surface Mount,6-UFDFN Exposed Pad,6-USPC (1.8x2)
"893-XC9258B18CER-GTR-ND,893-XC9258B18CER-GCT-ND,893-XC9258B18CER-GDKR-ND",XC9258B18CER-G,Torex Semiconductor Ltd,Torex Semiconductor Ltd,1A COT CONTROL SYNCHRONOUS STEP-,"5,629",1.66,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Last Time Buy,Step-Down,Positive,Buck,Fixed,1,2.5V,5.5V,1.8V,-,1A,1.2MHz,Yes,-40°C ~ 105°C (TA),Surface Mount,6-UFDFN Exposed Pad,6-USPC (1.8x2)
"150-NX4108-12CZ1TR-ND,150-NX4108-12CZ1CT-ND,150-NX4108-12CZ1DKR-ND",NX4108-12CZ1TR,Microsemi Corporation,Microchip Technology,IC REG BUCK 1.2V 1A SOT23-5,"2,448",0.82,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Obsolete,Step-Down,Positive,Buck,Fixed,1,2.8V,5.5V,1.2V,-,1A,1MHz,Yes,-40°C ~ 150°C (TJ),Surface Mount,"SC-74A, SOT-753",SOT-23-5
"BU90104GWZ-E2TR-ND,BU90104GWZ-E2CT-ND,BU90104GWZ-E2DKR-ND",BU90104GWZ-E2,Rohm Semiconductor,Rohm Semiconductor,IC REG BUCK 1.8V 1A 6UCSP,"2,138",0.83,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Step-Down,Positive,Buck,Fixed,1,2.3V,5.5V,1.8V,-,1A,4.8MHz ~ 6MHz,Yes,-40°C ~ 85°C (TA),Surface Mount,"6-XFBGA, CSPBGA",UCSP35L1
"BU90028NUXTR-ND,BU90028NUXCT-ND,BU90028NUXDKR-ND",BU90028NUX-TR,Rohm Semiconductor,Rohm Semiconductor,IC REG BUCK 1.175V 1.5A 8VSON,"3,887",0.86,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Step-Down,Positive,Buck,Fixed,1,2.3V,5.5V,1.175V,-,1.5A,1MHz,Yes,-40°C ~ 85°C (TA),Surface Mount,8-UFDFN Exposed Pad,VSON008X2030
"FAN5361UC182XTR-ND,FAN5361UC182XCT-ND,FAN5361UC182XDKR-ND",FAN5361UC182X,onsemi,onsemi,IC REG BUCK 1.82V 600MA 6WLCSP,"2,759",0.87,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Step-Down,Positive,Buck,Fixed,1,2.3V,5.5V,1.82V,-,600mA,6MHz,Yes,-40°C ~ 85°C (TA),Surface Mount,"6-UFBGA, WLCSP",6-WLCSP (1.23x0.88)
"893-XC9282B18E1R-GTR-ND,893-XC9282B18E1R-GCT-ND,893-XC9282B18E1R-GDKR-ND",XC9282B18E1R-G,Torex Semiconductor Ltd,Torex Semiconductor Ltd,HISAT-COT CONTROL EXTREMELY SMAL,"4,983",0.97,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",XC9282,Last Time Buy,Step-Down,Positive,Buck,Fixed,1,2.5V,5.5V,1.8V,-,600mA,6MHz,Yes,-40°C ~ 105°C (TA),Surface Mount,6-XFLGA,6-LGA-B01 (1.2x1.2)
"893-XC9281B33E1R-GTR-ND,893-XC9281B33E1R-GCT-ND,893-XC9281B33E1R-GDKR-ND",XC9281B33E1R-G,Torex Semiconductor Ltd,Torex Semiconductor Ltd,HISAT-COT CONTROL EXTREMELY SMAL,"4,840",0.97,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",XC9281,Last Time Buy,Step-Down,Positive,Buck,Fixed,1,2.5V,5.5V,3.3V,-,600mA,6MHz,Yes,-40°C ~ 105°C (TA),Surface Mount,6-XFLGA,6-LGA-B01 (1.2x1.2)
"SC189LSKTR-ND,SC189LSKCT-ND,SC189LSKDKR-ND",SC189LSKTRT,Semtech Corporation,Semtech Corporation,IC REG BUCK 1.8V 1.5A SOT23-5,"1,496",1.12,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Step-Down,Positive,Buck,Fixed,1,2.9V,5.5V,1.8V,-,1.5A,2.5MHz,Yes,-40°C ~ 125°C (TJ),Surface Mount,"SC-74A, SOT-753",SOT-23-5
"576-3015-2-ND,576-3015-1-ND,576-3015-6-ND",MIC23051-CGYML-TR,Microchip Technology,Microchip Technology,IC REG BUCK 1.8V 600MA 8MLF,"2,833",1.14,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",HyperLight Load®,Active,Step-Down,Positive,Buck,Fixed,1,2.7V,5.5V,1.8V,-,600mA,4MHz,Yes,-40°C ~ 125°C (TJ),Surface Mount,"8-VFDFN Exposed Pad, 8-MLF®",8-MLF® (2x2)
"MCP16321T-250E/NGTR-ND,MCP16321T-250E/NGCT-ND,MCP16321T-250E/NGDKR-ND",MCP16321T-250E/NG,Microchip Technology,Microchip Technology,IC REG BUCK 2.5V 1A 16QFN,"1,888",1.17,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Obsolete,Step-Down,Positive,Buck,Fixed,1,6V,24V,2.5V,-,1A,1MHz,Yes,-40°C ~ 125°C (TJ),Surface Mount,16-VFQFN Exposed Pad,16-QFN (3x3)
"BU90007GWZ-E2TR-ND,BU90007GWZ-E2CT-ND,BU90007GWZ-E2DKR-ND",BU90007GWZ-E2,Rohm Semiconductor,Rohm Semiconductor,IC REG BUCK 1.25V 1A 6UCSP,"2,838",1.18,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Step-Down,Positive,Buck,Fixed,1,2.3V,5.5V,1.25V,-,1A,4MHz,Yes,-40°C ~ 85°C (TA),Surface Mount,"6-XFBGA, CSPBGA",UCSP35L1
"FAN5361UMP182XTR-ND,FAN5361UMP182XCT-ND,FAN5361UMP182XDKR-ND",FAN5361UMP182X,onsemi,onsemi,IC REG BUCK 1.82V 600MA 6UMLP,"2,630",1.19,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Step-Down,Positive,Buck,Fixed,1,2.3V,5.5V,1.82V,-,600mA,6MHz,Yes,-40°C ~ 85°C (TA),Surface Mount,6-UDFN Exposed Pad,6-UMLP (2x2)
"SC189LULTRTTR-ND,SC189LULTRTCT-ND,SC189LULTRTDKR-ND",SC189LULTRT,Semtech Corporation,Semtech Corporation,IC REG BUCK 1.8V 1.5A 6MLPD,"2,232",1.19,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Step-Down,Positive,Buck,Fixed,1,2.9V,5.5V,1.8V,-,1.5A,2.5MHz,Yes,-40°C ~ 125°C (TJ),Surface Mount,6-UFDFN Exposed Pad,6-MLPD-UT (2x2)
"BU90054GWZ-E2TR-ND,BU90054GWZ-E2CT-ND,BU90054GWZ-E2DKR-ND",BU90054GWZ-E2,Rohm Semiconductor,Rohm Semiconductor,IC REG BUCK 1.8V 1A UCSP30L1,"2,850",1.2,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Step-Down,Positive,Buck,Fixed,1,2.3V,5.5V,1.8V,-,1A,4.8MHz ~ 6MHz,Yes,-40°C ~ 85°C (TA),Surface Mount,"6-XFBGA, CSPBGA",UCSP30L1
"BD9859EFJ-E2TR-ND,BD9859EFJ-E2CT-ND,BD9859EFJ-E2DKR-ND",BD9859EFJ-E2,Rohm Semiconductor,Rohm Semiconductor,IC REG BUCK 1V 3A 8HTSOP-J,"1,708",1.25,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Step-Down,Positive,Buck,Fixed,1,5V,14V,1V,-,3A,750kHz,Yes,-40°C ~ 85°C (TA),Surface Mount,"8-SOIC (0.154"", 3.90mm Width) Exposed Pad",8-HTSOP-J
"893-XC9276D2540R-GTR-ND,893-XC9276D2540R-GCT-ND,893-XC9276D2540R-GDKR-ND",XC9276D2540R-G,Torex Semiconductor Ltd,Torex Semiconductor Ltd,200NA ULTRA-LOW IQ BUCK CONVERTE,"4,806",1.31,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",XC9276,Active,Step-Down,Positive,Buck,Fixed,2,1.8V,6V,"0.8V, 1.8V",-,150mA,-,Yes,-40°C ~ 85°C (TA),Surface Mount,"6-XFBGA, WLBGA",WLP-6-03 (1.07x1.72)
"893-1115-2-ND,893-1115-1-ND,893-1115-6-ND",XC9236A12CMR-G,Torex Semiconductor Ltd,Torex Semiconductor Ltd,IC REG BUCK 1.2V 600MA SOT25,"1,940",1.32,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Step-Down,Positive,Buck,Fixed,1,2V,6V,1.2V,-,600mA,1.2MHz,Yes,-40°C ~ 85°C (TA),Surface Mount,"SC-74A, SOT-753",SOT-25-5
"296-LM3670MF-1.875/NOPBTR-ND,296-LM3670MF-1.875/NOPBCT-ND,296-LM3670MF-1.875/NOPBDKR-ND",LM3670MF-1.875/NOPB,Texas Instruments,Texas Instruments,IC REG BUCK 1.875V 350MA SOT23-5,"1,747",1.32,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Step-Down,Positive,Buck,Fixed,1,2.5V,5.5V,1.875V,-,350mA,1MHz,Yes,-40°C ~ 85°C (TA),Surface Mount,"SC-74A, SOT-753",SOT-23-5
"LM3670MF-1.5/NOPBTR-ND,LM3670MF-1.5/NOPBCT-ND,LM3670MF-1.5/NOPBDKR-ND",LM3670MF-1.5/NOPB,Texas Instruments,Texas Instruments,IC REG BUCK 1.5V 350MA SOT23-5,"1,293",1.32,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Step-Down,Positive,Buck,Fixed,1,2.5V,5.5V,1.5V,-,350mA,1MHz,Yes,-40°C ~ 85°C (TA),Surface Mount,"SC-74A, SOT-753",SOT-23-5
"576-3719-2-ND,576-3719-1-ND,576-3719-6-ND",MIC33030-4YHJ-TR,Microchip Technology,Microchip Technology,IC REG BUCK 1.2V 400MA 10MLF,"3,699",1.38,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",HyperLight Load®,Active,Step-Down,Positive,Buck,Fixed,1,2.7V,5.5V,1.2V,-,400mA,8MHz,Yes,-40°C ~ 125°C (TJ),Surface Mount,"10-PowerTFDFN, 10-MLF®",10-MLF® (2.5x2)
"LM3673TLX-1.8/NOPBTR-ND,LM3673TLX-1.8/NOPBCT-ND,LM3673TLX-1.8/NOPBDKR-ND",LM3673TLX-1.8/NOPB,Texas Instruments,Texas Instruments,IC REG BUCK 1.8V 350MA 5DSBGA,"2,861",1.39,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Step-Down,Positive,Buck,Fixed,1,2.7V,5.5V,1.8V,-,350mA,2MHz,Yes,-30°C ~ 85°C (TA),Surface Mount,"5-WFBGA, DSBGA",5-DSBGA (1.41x1.08)
"296-TPS628600YCHRTR-ND,296-TPS628600YCHRCT-ND,296-TPS628600YCHRDKR-ND",TPS628600YCHR,Texas Instruments,Texas Instruments,"1.8-V TO 5.5-V INPUT, TINY, 0.6-","11,472",1.4,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Step-Down,Positive,Buck,Fixed,1,1.8V,5.5V,"0.6V, 1.1V",-,600mA,1.5MHz,Yes,-40°C ~ 125°C (TJ),Surface Mount,"8-XFBGA, DSBGA",8-DSBGA (0.66x1.36)
"MCP16323T-150E/NGTR-ND,MCP16323T-150E/NGCT-ND,MCP16323T-150E/NGDKR-ND",MCP16323T-150E/NG,Microchip Technology,Microchip Technology,IC REG BUCK 1.5V 3A 16QFN,"3,279",1.43,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Obsolete,Step-Down,Positive,Buck,Fixed,1,6V,18V,1.5V,-,3A,1MHz,Yes,-40°C ~ 125°C (TJ),Surface Mount,16-VFQFN Exposed Pad,16-QFN (3x3)
"296-27027-2-ND,296-27027-1-ND,296-27027-6-ND",TPS62207DBVR,Texas Instruments,Texas Instruments,IC REG BUCK 1.2V 300MA SOT23-5,"3,543",1.46,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Step-Down,Positive,Buck,Fixed,1,2.5V,6V,1.2V,-,300mA,1MHz,Yes,-40°C ~ 85°C (TA),Surface Mount,"SC-74A, SOT-753",SOT-23-5
"1662-3380-2-ND,1662-3380-1-ND,1662-3380-6-ND",S-85V1AB11-I6T1U,ABLIC Inc.,ABLIC Inc.,IC REG BUCK 1.1V 200MA SNT-6A,"4,990",1.49,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Step-Down,Positive,Buck,Fixed,1,2.2V,5.5V,1.1V,-,200mA,1MHz,Yes,-40°C ~ 85°C (TA),Surface Mount,"6-SMD, Flat Leads",SNT-6A
"296-TPS622317DRYRTR-ND,296-TPS622317DRYRCT-ND,296-TPS622317DRYRDKR-ND",TPS622317DRYR,Texas Instruments,Texas Instruments,IC REG BUCK 2.9V 500MA 6SON,"3,412",1.5,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Step-Down,Positive,Buck,Fixed,1,2.05V,6V,2.9V,-,500mA,3MHz,Yes,-40°C ~ 125°C (TJ),Surface Mount,6-UFDFN,6-SON (1.45x1)
"MCP16321T-150E/NGTR-ND,MCP16321T-150E/NGCT-ND,MCP16321T-150E/NGDKR-ND",MCP16321T-150E/NG,Microchip Technology,Microchip Technology,IC REG BUCK 1.5V 1A 16QFN,"3,231",1.5,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Obsolete,Step-Down,Positive,Buck,Fixed,1,6V,24V,1.5V,-,1A,1MHz,Yes,-40°C ~ 125°C (TJ),Surface Mount,16-VFQFN Exposed Pad,16-QFN (3x3)
"296-41857-2-ND,296-41857-1-ND,296-41857-6-ND",TPS62234DRYR,Texas Instruments,Texas Instruments,IC REG BUCK 2.1V 500MA 6SON,"3,058",1.5,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Step-Down,Positive,Buck,Fixed,1,2.05V,6V,2.1V,-,500mA,3MHz,Yes,-40°C ~ 125°C (TJ),Surface Mount,6-UFDFN,6-SON (1.45x1)
"893-1304-2-ND,893-1304-1-ND,893-1304-6-ND",XC9265C181MR-G,Torex Semiconductor Ltd,Torex Semiconductor Ltd,IC REG BUCK 1.8V 200MA SOT25-5,"2,977",1.53,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Step-Down,Positive,Buck,Fixed,1,2V,6V,1.8V,-,200mA,-,Yes,-40°C ~ 85°C (TA),Surface Mount,"SC-74A, SOT-753",SOT-25-5
"LM3670MF-1.8/NOPBTR-ND,LM3670MF-1.8/NOPBCT-ND,LM3670MF-1.8/NOPBDKR-ND",LM3670MF-1.8/NOPB,Texas Instruments,Texas Instruments,IC REG BUCK 1.8V 350MA SOT23-5,"2,815",1.58,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Step-Down,Positive,Buck,Fixed,1,2.5V,5.5V,1.8V,-,350mA,1MHz,Yes,-40°C ~ 85°C (TA),Surface Mount,"SC-74A, SOT-753",SOT-23-5
"296-TPS62615YFDTTR-ND,296-TPS62615YFDTCT-ND,296-TPS62615YFDTDKR-ND",TPS62615YFDT,Texas Instruments,Texas Instruments,IC REG BUCK 1.2V 350MA 6DSBGA,"1,458",1.58,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Step-Down,Positive,Buck,Fixed,1,2.3V,5.5V,1.2V,-,350mA,6MHz,Yes,-40°C ~ 85°C (TA),Surface Mount,"6-XFBGA, DSBGA",6-DSBGA
"296-27850-2-ND,296-27850-1-ND,296-27850-6-ND",TPS622316DRYT,Texas Instruments,Texas Instruments,IC REG BUCK 2.7V 500MA 6SON,"1,037",1.61,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Step-Down,Positive,Buck,Fixed,1,2.05V,6V,2.7V,-,500mA,3MHz,Yes,-40°C ~ 125°C (TJ),Surface Mount,6-UFDFN,6-SON (1.45x1)
"LM3676SD-3.3/NOPBTR-ND,LM3676SD-3.3/NOPBCT-ND,LM3676SD-3.3/NOPBDKR-ND",LM3676SD-3.3/NOPB,Texas Instruments,Texas Instruments,IC REG BUCK 3.3V 600MA 8WSON,"2,028",1.62,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Step-Down,Positive,Buck,Fixed,1,2.9V,5.5V,3.3V,-,600mA,2MHz,Yes,-30°C ~ 85°C (TA),Surface Mount,8-WFDFN Exposed Pad,8-WSON (3x3)
"296-LM3671MF-1.375/NOPBTR-ND,296-LM3671MF-1.375/NOPBCT-ND,296-LM3671MF-1.375/NOPBDKR-ND",LM3671MF-1.375/NOPB,Texas Instruments,Texas Instruments,IC REG BUCK 1.375V 600MA SOT23-5,"1,876",1.62,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Step-Down,Positive,Buck,Fixed,1,2.7V,5.5V,1.375V,-,600mA,2MHz,Yes,-40°C ~ 85°C (TA),Surface Mount,"SC-74A, SOT-753",SOT-23-5
"296-52022-2-ND,296-52022-1-ND,296-52022-6-ND",TPS62244QDDCRQ1,Texas Instruments,Texas Instruments,IC REG BUCK 1.25V 300MA SOT23-5,"1,878",1.63,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Automotive, AEC-Q100",Active,Step-Down,Positive,Buck,Fixed,1,2V,6V,1.25V,-,300mA,2.25MHz,Yes,-40°C ~ 125°C (TJ),Surface Mount,"SOT-23-5 Thin, TSOT-23-5",SOT-23-THIN
"MCP16323T-250E/NGTR-ND,MCP16323T-250E/NGCT-ND,MCP16323T-250E/NGDKR-ND",MCP16323T-250E/NG,Microchip Technology,Microchip Technology,IC REG BUCK 2.5V 3A 16QFN,"3,294",1.67,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Obsolete,Step-Down,Positive,Buck,Fixed,1,6V,18V,2.5V,-,3A,1MHz,Yes,-40°C ~ 125°C (TJ),Surface Mount,16-VFQFN Exposed Pad,16-QFN (3x3)
"MCP16323T-180E/NGTR-ND,MCP16323T-180E/NGCT-ND,MCP16323T-180E/NGDKR-ND",MCP16323T-180E/NG,Microchip Technology,Microchip Technology,IC REG BUCK 1.8V 3A 16QFN,"3,238",1.67,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Obsolete,Step-Down,Positive,Buck,Fixed,1,6V,18V,1.8V,-,3A,1MHz,Yes,-40°C ~ 125°C (TJ),Surface Mount,16-VFQFN Exposed Pad,16-QFN (3x3)
"MCP16322T-180E/NGTR-ND,MCP16322T-180E/NGCT-ND,MCP16322T-180E/NGDKR-ND",MCP16322T-180E/NG,Microchip Technology,Microchip Technology,IC REG BUCK 1.8V 2A 16QFN,"5,825",1.69,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Obsolete,Step-Down,Positive,Buck,Fixed,1,6V,24V,1.8V,-,2A,1MHz,Yes,-40°C ~ 125°C (TJ),Surface Mount,16-VFQFN Exposed Pad,16-QFN (3x3)
"1662-S-85S1AB28-I6T1UTR-ND,1662-S-85S1AB28-I6T1UCT-ND,1662-S-85S1AB28-I6T1UDKR-ND",S-85S1AB28-I6T1U,ABLIC Inc.,ABLIC Inc.,SWITCHING REGULATOR,"4,980",1.69,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",S-85S1A,Active,Step-Down,Positive,Buck,Fixed,1,2.2V,5.5V,2.8V,-,200mA,1MHz,Yes,-40°C ~ 85°C (TA),Surface Mount,"6-SMD, Flat Leads",SNT-6A
"1662-3355-2-ND,1662-3355-1-ND,1662-3355-6-ND",S-85S0AB11-I6T1U,ABLIC Inc.,ABLIC Inc.,IC REG BUCK 1.1V 50MA SNT-6A,"4,994",1.69,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",S-85S0A,Active,Step-Down,Positive,Buck,Fixed,1,2.2V,5.5V,1.1V,-,50mA,-,Yes,-40°C ~ 85°C (TA),Surface Mount,"6-SMD, Flat Leads",SNT-6A
"1662-3357-2-ND,1662-3357-1-ND,1662-3357-6-ND",S-85S1AB10-I6T1U,ABLIC Inc.,ABLIC Inc.,IC REG BUCK 1V 200MA SNT-6A,"4,985",1.69,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",S-85S1A,Active,Step-Down,Positive,Buck,Fixed,1,2.2V,5.5V,1V,-,200mA,1MHz,Yes,-40°C ~ 85°C (TA),Surface Mount,"6-SMD, Flat Leads",SNT-6A
"1662-3360-2-ND,1662-3360-1-ND,1662-3360-6-ND",S-85S1AB15-I6T1U,ABLIC Inc.,ABLIC Inc.,IC REG BUCK 1.5V 200MA SNT-6A,"4,980",1.69,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",S-85S1A,Active,Step-Down,Positive,Buck,Fixed,1,2.2V,5.5V,1.5V,-,200mA,1MHz,Yes,-40°C ~ 85°C (TA),Surface Mount,"6-SMD, Flat Leads",SNT-6A
"1662-3363-2-ND,1662-3363-1-ND,1662-3363-6-ND",S-85S1AB23-I6T1U,ABLIC Inc.,ABLIC Inc.,IC REG BUCK 2.3V 200MA SNT-6A,"4,979",1.69,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",S-85S1A,Active,Step-Down,Positive,Buck,Fixed,1,2.2V,5.5V,2.3V,-,200mA,1MHz,Yes,-40°C ~ 85°C (TA),Surface Mount,"6-SMD, Flat Leads",SNT-6A
